"SiparisDetayID","SiparisID","UrunID","Adet","Fiyat"
"4950","243","133","3","7063.11"
"4951","164","248","1","2900.7"
"4952","64","221","1","5777.69"
"4953","10","84","4","3369.31"
"4954","114","141","3","2339.73"
"4955","16","127","5","2980.08"
"4956","24","156","1","4268.07"
"4957","106","229","4","9959.74"
"4958","195","194","3","3317.09"
"4959","158","184","3","4168.47"
"4960","62","230","5","4168.47"
"4961","124","218","5","5074.91"
"4962","44","177","2","1240.46"
"4963","225","53","4","2233.44"
"4964","45","148","2","5376.0"
"4965","201","241","2","6191.38"
"4966","174","167","1","6992.92"
"4967","226","20","5","8927.21"
"4968","74","93","5","741.97"
"4969","195","195","4","7585.56"
"4970","189","64","4","243.65"
"4971","180","16","1","6640.52"
"4972","179","42","3","3946.18"
"4973","168","74","3","2030.08"
"4974","91","36","1","9215.84"
"4975","185","172","4","2928.38"
"4976","17","241","2","4784.01"
"4977","107","197","3","9314.48"
"4978","154","167","2","3517.4"
"4979","242","119","4","5694.03"
"4980","149","18","5","9274.31"
"4981","24","117","5","8383.47"
"4982","81","148","5","6500.52"
"4983","137","4","4","5674.3"
"4984","31","209","5","1284.05"
"4985","222","73","2","9850.45"
"4986","34","94","1","895.73"
"4987","83","176","1","6268.58"
"4988","134","110","2","2928.38"
"4989","238","2","2","390.21"
"4990","30","173","2","3321.93"
"4991","59","11","1","2917.15"
"4992","106","60","1","4140.82"
"4993","22","147","1","1930.01"
"4994","45","179","1","8322.54"
"4995","97","21","2","1058.54"
"4996","194","95","1","9870.59"
"4997","110","46","5","8780.7"
"4998","231","17","3","9737.03"
"4999","5","96","3","1412.28"
"5000","23","107","5","9633.08"
"5001","100","244","2","1412.28"
"5002","146","203","5","117.19"
"5003","250","125","2","9246.01"
"5004","94","232","3","5267.8"
"5005","102","123","2","3359.43"
"5006","159","124","3","1930.01"
"5007","107","2","3","6836.41"
"5008","203","228","2","1564.64"
"5009","140","241","1","2030.08"
"5010","43","124","2","2393.69"
"5011","79","125","4","3369.31"
"5012","162","228","2","5537.03"
"5013","60","104","2","243.65"
"5014","198","141","3","1619.74"
"5015","213","236","2","3000.73"
"5016","240","24","2","117.19"
"5017","243","121","3","3370.73"
"5018","194","174","4","7888.03"
"5019","126","167","3","4078.4"
"5020","47","143","5","3787.61"
"5021","42","234","2","6395.44"
"5022","92","156","1","2495.79"
"5023","217","236","4","4853.26"
"5024","156","134","2","5968.04"
"5025","28","107","5","3350.47"
"5026","74","77","1","343.56"
"5027","124","75","2","7413.4"
"5028","6","152","2","3317.09"
"5029","66","106","5","4691.98"
"5030","30","92","2","6992.92"
"5031","5","148","2","2339.73"
"5032","130","8","4","9373.55"
"5033","125","46","1","2273.83"
"5034","86","208","2","4759.83"
"5035","84","82","5","8752.32"
"5036","163","35","1","9959.74"
"5037","226","101","4","667.26"
"5038","237","154","4","8028.36"
"5039","11","186","2","2366.68"
"5040","233","167","3","3350.47"
"5041","118","91","4","2357.34"
"5042","45","104","4","5938.5"
"5043","224","247","5","798.93"
"5044","62","78","2","7290.83"
"5045","209","93","1","3416.82"
"5046","210","46","1","7652.6"
"5047","1","118","3","2593.27"
"5048","105","38","4","540.54"
"5049","127","227","2","4759.83"
"5050","40","139","4","7413.4"
"5051","206","173","4","2273.83"
"5052","218","233","2","3760.41"
"5053","20","128","2","2408.33"
"5054","141","36","1","1603.85"
"5055","161","20","3","9534.79"
"5056","60","240","2","3600.83"
"5057","73","194","2","1552.44"
"5058","30","115","2","4784.01"
"5059","103","23","1","243.65"
"5060","178","201","3","9246.01"
"5061","199","224","4","1240.46"
"5062","110","227","4","5520.54"
"5063","184","74","1","9737.03"
"5064","99","201","5","1045.58"
"5065","112","12","4","343.56"
"5066","238","114","4","3370.73"
"5067","2","190","4","1691.18"
"5068","176","93","4","2917.15"
"5069","94","60","2","6836.41"
"5070","9","187","2","6636.82"
"5071","201","132","3","3370.73"
"5072","213","15","2","9314.48"
"5073","92","30","5","5187.51"
"5074","186","136","3","4691.98"
"5075","83","232","3","3321.93"
"5076","39","160","2","3317.09"
"5077","89","183","3","487.71"
"5078","89","224","1","5310.01"
"5079","236","189","1","9850.45"
"5080","32","165","3","9655.56"
"5081","245","38","3","623.12"
"5082","39","53","3","4853.26"
"5083","162","127","5","6395.44"
"5084","117","121","5","741.97"
"5085","134","108","1","5876.74"
"5086","176","207","2","1045.58"
"5087","231","101","5","9959.74"
"5088","76","247","2","2233.44"
"5089","118","71","3","9635.82"
"5090","189","117","4","1806.01"
"5091","80","83","4","2593.27"
"5092","145","206","3","7116.97"
"5093","153","141","3","6110.45"
"5094","190","194","1","5187.51"
"5095","181","200","5","6409.57"
"5096","184","217","5","3210.55"
"5097","24","213","2","7318.35"
"5098","202","54","2","6258.58"
"5099","162","193","2","5674.3"
"5100","127","44","4","4268.07"
"5101","169","202","1","2705.63"
"5102","88","26","2","3321.93"
"5103","190","204","3","935.63"
"5104","161","183","5","7290.83"
"5105","234","133","4","1868.25"
"5106","45","189","1","802.74"
"5107","96","146","3","4784.01"
"5108","154","155","3","7861.64"
"5109","167","61","2","623.12"
"5110","41","214","2","9314.48"
"5111","215","113","5","8927.21"
"5112","125","92","3","8032.75"
"5113","172","227","5","850.62"
"5114","38","134","3","716.9"
"5115","8","30","4","1080.52"
"5116","35","34","5","4124.18"
"5117","203","186","4","3321.93"
"5118","45","189","4","3359.43"
"5119","156","223","5","1002.48"
"5120","3","64","2","343.56"
"5121","62","153","4","8192.89"
"5122","67","245","4","935.63"
"5123","21","95","2","343.56"
"5124","198","58","1","2731.93"
"5125","186","61","4","9101.74"
"5126","112","243","2","2339.73"
"5127","182","180","1","7063.11"
"5128","230","244","5","6643.91"
"5129","244","99","5","2554.45"
"5130","102","215","3","4980.31"
"5131","37","71","4","8383.47"
"5132","148","213","2","6624.09"
"5133","91","108","4","9635.82"
"5134","207","180","1","860.86"
"5135","142","202","4","798.93"
"5136","188","107","3","2393.69"
"5137","153","34","4","5267.8"
"5138","32","162","2","5310.01"
"5139","151","207","1","4103.75"
"5140","10","26","2","4759.83"
"5141","230","218","3","3189.38"
"5142","208","91","1","623.12"
"5143","135","187","5","2357.34"
"5144","36","224","4","3760.41"
"5145","50","232","2","5882.15"
"5146","237","39","2","5520.54"
"5147","200","113","5","5968.04"
"5148","31","184","5","798.93"
"5149","55","249","5","2219.46"
"5150","43","216","3","5520.54"
"5151","152","152","3","7888.03"
"5152","200","140","4","2980.08"
"5153","118","52","5","4853.26"
"5154","86","46","4","6395.44"
"5155","107","14","5","8279.73"
"5156","194","223","4","332.23"
"5157","40","158","3","850.62"
"5158","54","71","3","9959.74"
"5159","233","114","2","8274.0"
"5160","216","58","3","752.59"
"5161","115","79","5","6209.07"
"5162","142","218","2","741.97"
"5163","53","131","3","6191.38"
"5164","111","229","3","4225.21"
"5165","70","153","3","540.54"
"5166","4","80","1","8943.11"
"5167","193","2","2","243.65"
"5168","237","27","4","2917.15"
"5169","211","83","4","7290.83"
"5170","12","125","3","2408.33"
"5171","162","105","2","332.23"
"5172","153","18","5","4991.36"
"5173","36","86","5","8279.73"
"5174","183","14","5","6636.82"
"5175","64","26","5","2877.0"
"5176","153","86","5","332.23"
"5177","111","22","4","7590.72"
"5178","54","58","3","1552.44"
"5179","179","143","2","5376.0"
"5180","248","199","5","2554.45"
"5181","222","16","5","8383.47"
"5182","184","28","1","4046.54"
"5183","13","243","3","788.45"
"5184","64","141","2","3260.1"
"5185","76","15","1","4005.32"
"5186","15","216","2","3946.18"
"5187","99","92","3","9333.48"
"5188","232","54","3","1376.32"
"5189","164","77","3","752.59"
"5190","112","84","1","6643.91"
"5191","92","249","2","4381.66"
"5192","188","73","5","1552.44"
"5193","206","208","2","8032.75"
"5194","133","10","2","7413.4"
"5195","164","209","3","3369.31"
"5196","193","199","4","9850.45"
"5197","91","141","5","850.62"
"5198","92","59","1","8714.13"
"5199","150","99","4","4150.65"
"5200","146","112","4","1080.52"
"5201","51","16","5","2484.16"
"5202","225","206","4","9737.03"
"5203","146","94","3","4005.32"
"5204","189","76","3","935.63"
"5205","9","105","4","1619.74"
"5206","180","107","5","5649.6"
"5207","250","129","4","9737.03"
"5208","37","182","3","5187.51"
"5209","1","73","3","4046.54"
"5210","61","48","1","3321.93"
"5211","106","61","1","8898.02"
"5212","215","26","3","3653.17"
"5213","97","57","5","6531.36"
"5214","149","208","5","2363.48"
"5215","153","34","1","6312.49"
"5216","135","37","3","667.26"
"5217","64","245","4","1964.67"
"5218","248","222","3","623.12"
"5219","11","38","1","2030.08"
"5220","163","171","5","9534.79"
"5221","151","73","1","752.59"
"5222","113","103","1","395.17"
"5223","54","81","5","5938.5"
"5224","30","188","4","4332.0"
"5225","246","152","5","2917.15"
"5226","7","184","4","4999.8"
"5227","194","6","5","9235.12"
"5228","52","187","3","7652.6"
"5229","230","42","4","5976.58"
"5230","249","133","2","1308.45"
"5231","118","92","3","551.18"
"5232","89","146","3","5968.04"
"5233","170","185","2","1806.01"
"5234","116","89","3","1691.18"
"5235","140","121","1","2705.63"
"5236","125","9","5","6409.57"
"5237","168","168","4","4150.65"
"5238","150","119","2","8969.4"
"5239","230","11","2","3612.93"
"5240","162","204","2","4759.83"
"5241","19","101","1","4759.83"
"5242","33","130","1","540.54"
"5243","195","77","3","9789.95"
"5244","82","223","4","3653.17"
"5245","3","149","3","9373.55"
"5246","144","45","4","9281.77"
"5247","28","83","3","5882.15"
"5248","105","107","2","1620.81"
"5249","59","121","4","5421.73"
"5250","92","231","1","2877.0"
"5251","240","128","3","3760.41"
"5252","106","12","2","6312.49"
"5253","191","229","2","667.26"
"5254","104","173","4","4168.47"
"5255","33","54","5","4853.26"
"5256","134","105","5","3600.83"
"5257","39","31","5","2339.73"
"5258","179","135","2","8943.11"
"5259","172","90","5","3350.47"
"5260","146","222","4","7213.8"
"5261","10","118","2","3760.41"
"5262","37","73","5","8192.89"
"5263","176","151","3","4323.09"
"5264","22","214","2","1284.05"
"5265","220","123","3","2357.34"
"5266","48","94","2","6500.52"
"5267","82","91","5","7888.03"
"5268","182","31","4","7762.99"
"5269","144","77","4","4853.26"
"5270","52","139","2","3056.89"
"5271","11","90","5","9281.77"
"5272","96","156","3","2651.16"
"5273","212","17","5","3370.73"
"5274","143","216","5","6312.49"
"5275","173","225","4","3760.41"
"5276","59","22","3","8841.16"
"5277","183","206","4","9918.03"
"5278","159","121","2","4323.09"
"5279","33","25","1","2357.34"
"5280","39","77","1","8245.55"
"5281","55","239","1","4139.24"
"5282","164","158","2","3787.61"
"5283","225","152","3","8943.11"
"5284","118","94","5","4140.82"
"5285","98","50","4","2593.27"
"5286","52","189","5","7888.03"
"5287","55","185","2","667.26"
"5288","24","68","4","2731.93"
"5289","213","206","1","860.86"
"5290","153","199","4","8820.17"
"5291","106","170","2","6409.57"
"5292","45","139","2","6258.58"
"5293","173","52","1","5520.54"
"5294","248","99","2","4268.07"
"5295","93","210","4","3714.93"
"5296","189","85","4","2731.93"
"5297","58","166","5","5048.9"
"5298","73","225","4","9314.48"
"5299","146","128","5","4381.29"
"5300","236","19","2","7573.36"
"5301","73","1","4","860.86"
"5302","171","56","1","4381.29"
"5303","7","96","5","9951.53"
"5304","63","191","4","117.19"
"5305","85","128","4","3260.1"
"5306","101","60","1","9850.45"
"5307","9","5","5","1958.48"
"5308","181","246","2","7762.99"
"5309","113","125","5","6268.58"
"5310","68","62","5","4225.21"
"5311","205","111","1","3653.17"
"5312","232","168","1","1284.05"
"5313","195","68","1","1260.87"
"5314","32","227","1","2066.48"
"5315","66","56","3","7531.84"
"5316","61","124","2","1080.52"
"5317","132","129","4","2408.33"
"5318","77","170","4","1284.05"
"5319","233","92","1","5187.51"
"5320","26","150","4","7678.67"
"5321","71","34","4","5998.88"
"5322","222","155","1","6640.52"
"5323","208","38","1","2877.0"
"5324","110","83","1","9635.82"
"5325","231","21","2","9281.77"
"5326","89","83","1","1958.48"
"5327","17","26","1","5649.6"
"5328","244","188","3","6792.45"
"5329","244","211","5","2030.08"
"5330","51","106","4","8780.7"
"5331","14","37","4","9246.01"
"5332","113","97","2","5717.45"
"5333","82","126","1","1564.64"
"5334","212","66","5","4944.56"
"5335","141","196","5","7704.65"
"5336","113","66","3","5376.0"
"5337","22","134","1","9877.34"
"5338","198","195","1","752.59"
"5339","137","60","3","5421.73"
"5340","204","170","5","6992.92"
"5341","61","138","2","6807.95"
"5342","7","12","3","487.71"
"5343","65","12","2","5310.01"
"5344","83","12","5","3612.93"
"5345","37","142","5","3946.18"
"5346","171","42","1","2750.84"
"5347","76","50","4","9246.01"
"5348","81","149","3","9655.56"
"5349","189","36","3","1868.25"
"5350","241","76","2","9534.79"
"5351","213","191","4","4150.65"
"5352","162","199","5","9373.55"
"5353","185","49","3","332.23"
"5354","124","242","1","4759.83"
"5355","3","90","2","3260.1"
"5356","150","16","2","1930.01"
"5357","239","150","5","5777.69"
"5358","182","157","3","1620.81"
"5359","141","51","4","4268.07"
"5360","131","56","3","2554.45"
"5361","211","143","5","6636.82"
"5362","204","132","3","4078.4"
"5363","82","228","4","7063.11"
"5364","55","59","5","3861.99"
"5365","125","77","5","1958.48"
"5366","131","93","3","895.73"
"5367","185","126","5","4078.4"
"5368","22","5","3","9877.34"
"5369","99","241","5","7585.56"
"5370","64","244","5","7063.11"
"5371","180","213","1","8841.16"
"5372","250","6","4","1045.58"
"5373","28","76","5","3000.73"
"5374","60","62","4","5876.74"
"5375","203","114","5","3653.17"
"5376","229","40","1","5976.58"
"5377","215","241","4","9333.48"
"5378","103","106","2","7762.99"
"5379","16","206","2","3350.47"
"5380","138","142","1","895.73"
"5381","92","118","5","3317.09"
"5382","46","188","2","5777.69"
"5383","66","225","4","3600.83"
"5384","13","111","4","5968.04"
"5385","192","87","4","7762.99"
"5386","116","167","4","2184.02"
"5387","9","226","1","3612.93"
"5388","105","212","3","4021.52"
"5389","228","35","5","6807.95"
"5390","73","192","5","8274.0"
"5391","141","155","4","860.86"
"5392","144","206","5","8274.0"
"5393","25","99","5","7888.03"
"5394","190","81","2","4332.0"
"5395","1","250","5","1412.28"
"5396","77","163","5","540.54"
"5397","28","17","5","8820.17"
"5398","223","38","1","5376.0"
"5399","30","177","1","2877.0"
"5400","140","234","2","7686.94"
"5401","208","41","4","2363.48"
"5402","217","15","1","2980.08"
"5403","59","39","1","3653.17"
"5404","91","19","4","2363.48"
"5405","182","246","1","6624.09"
"5406","172","15","3","2108.39"
"5407","17","61","4","3321.93"
"5408","74","58","4","1308.45"
"5409","178","169","1","6110.45"
"5410","205","57","3","6500.52"
"5411","152","114","2","2495.79"
"5412","18","130","3","1868.25"
"5413","237","102","5","5520.54"
"5414","183","143","2","935.63"
"5415","34","182","1","3260.1"
"5416","118","227","1","1260.87"
"5417","98","20","2","5421.73"
"5418","188","132","3","3861.99"
"5419","233","53","2","8943.11"
"5420","126","138","2","5649.6"
"5421","16","59","3","9333.48"
"5422","143","155","1","9737.03"
"5423","227","70","3","8969.4"
"5424","38","108","5","5938.5"
"5425","204","190","2","2408.33"
"5426","107","65","3","6624.09"
"5427","212","110","1","5376.0"
"5428","23","70","3","332.23"
"5429","54","13","5","3210.55"
"5430","63","31","5","6992.92"
"5431","198","156","3","9281.77"
"5432","222","18","1","7678.67"
"5433","214","161","3","9877.34"
"5434","220","170","3","6531.36"
"5435","6","219","5","5376.0"
"5436","80","235","1","9215.84"
"5437","220","189","1","5649.6"
"5438","214","167","1","1552.44"
"5439","170","88","4","2393.69"
"5440","7","219","2","5674.3"
"5441","20","120","3","4603.14"
"5442","129","147","3","3350.47"
"5443","21","46","4","8274.0"
"5444","240","114","2","8015.49"
"5445","18","230","4","2408.33"
"5446","83","172","5","8028.36"
"5447","117","249","5","2648.53"
"5448","177","33","3","8990.96"
"5449","87","99","1","667.26"
"5450","2","191","2","1691.18"
"5451","216","92","4","7293.66"
"5452","49","130","4","9870.59"
"5453","117","180","2","3683.76"
"5454","175","201","4","2366.68"
"5455","145","148","4","7573.36"
"5456","7","201","3","7116.97"
"5457","59","18","1","332.23"
"5458","244","97","5","3612.93"
"5459","238","231","4","2731.93"
"5460","195","242","4","5074.91"
"5461","19","182","4","6073.61"
"5462","26","198","1","7293.66"
"5463","117","186","5","8274.0"
"5464","60","120","1","3787.61"
"5465","92","187","1","8032.75"
"5466","233","186","3","1412.28"
"5467","41","119","2","6636.82"
"5468","91","40","1","7585.56"
"5469","61","207","4","1412.28"
"5470","123","42","3","2408.33"
"5471","213","224","3","9789.95"
"5472","184","174","1","3493.51"
"5473","68","227","5","4139.24"
"5474","144","162","2","6209.07"
"5475","195","94","2","6523.86"
"5476","53","195","3","3861.99"
"5477","10","246","3","3370.73"
"5478","190","18","3","8927.21"
"5479","216","3","4","8898.02"
"5480","72","17","5","1412.28"
"5481","99","134","1","2233.44"
"5482","89","92","5","5200.76"
"5483","68","152","2","6531.36"
"5484","94","250","3","5074.91"
"5485","246","39","3","3260.1"
"5486","66","155","1","7063.11"
"5487","60","94","1","2651.16"
"5488","196","29","2","7684.3"
"5489","109","48","1","8028.36"
"5490","23","202","3","6807.95"
"5491","13","159","2","8274.0"
"5492","52","3","2","2705.63"
"5493","193","119","4","1080.52"
"5494","78","87","3","9101.74"
"5495","232","96","2","4999.8"
"5496","48","106","2","6098.94"
"5497","127","117","2","4046.54"
"5498","189","153","4","342.76"
"5499","211","142","3","487.71"
"5500","86","153","1","2233.44"
"5501","91","185","4","1058.54"
"5502","168","127","4","5674.3"
"5503","16","131","5","9959.74"
"5504","236","117","3","7290.83"
"5505","35","234","2","1620.81"
"5506","199","116","2","1240.46"
"5507","21","30","2","5855.12"
"5508","171","175","1","5875.8"
"5509","45","30","5","7413.4"
"5510","210","133","1","6378.49"
"5511","156","73","1","5674.3"
"5512","9","151","4","9274.31"
"5513","43","230","4","7290.83"
"5514","85","86","3","3210.55"
"5515","201","48","2","9959.74"
"5516","96","6","4","3416.82"
"5517","117","51","2","4078.4"
"5518","197","94","2","8780.7"
"5519","185","44","1","9602.36"
"5520","83","197","5","3612.93"
"5521","141","92","4","540.54"
"5522","75","12","4","3317.09"
"5523","209","100","3","7590.72"
"5524","82","177","5","8990.96"
"5525","240","11","4","3522.91"
"5526","133","191","2","8705.35"
"5527","100","230","1","2030.08"
"5528","10","27","3","2917.15"
"5529","132","96","5","2233.44"
"5530","137","58","1","7704.65"
"5531","181","220","5","1376.32"
"5532","151","69","2","850.62"
"5533","83","14","4","6191.38"
"5534","121","39","3","7684.3"
"5535","75","123","4","6073.61"
"5536","151","245","4","6792.45"
"5537","118","10","3","1603.85"
"5538","3","155","4","2900.7"
"5539","28","218","1","6378.49"
"5540","214","191","2","2219.46"
"5541","147","206","2","3000.73"
"5542","148","162","2","9281.77"
"5543","161","46","4","6807.95"
"5544","149","177","2","4046.54"
"5545","58","50","2","8841.16"
"5546","192","104","5","610.54"
"5547","15","231","1","5649.6"
"5548","85","126","1","788.45"
"5549","227","84","2","4603.14"
"5550","250","219","3","8773.08"
"5551","23","26","4","8383.47"
"5552","28","206","3","1045.58"
"5553","244","87","3","6902.07"
"5554","12","145","1","9333.48"
"5555","39","249","3","5777.69"
"5556","152","74","5","4046.54"
"5557","69","200","1","6110.45"
"5558","26","231","2","4980.31"
"5559","217","129","5","4078.4"
"5560","77","16","3","7377.15"
"5561","140","217","4","1620.81"
"5562","28","153","4","9959.74"
"5563","106","156","4","9737.03"
"5564","127","240","1","1832.16"
"5565","76","242","1","4944.56"
"5566","21","193","1","540.54"
"5567","142","5","4","9959.74"
"5568","34","107","3","7888.03"
"5569","58","145","2","3946.18"
"5570","72","66","1","6531.36"
"5571","180","225","5","4784.01"
"5572","132","77","3","7585.56"
"5573","23","93","3","5674.3"
"5574","240","168","4","935.63"
"5575","56","131","5","5520.54"
"5576","37","18","3","7762.99"
"5577","214","188","1","2648.53"
"5578","87","244","3","9373.55"
"5579","92","216","5","1552.44"
"5580","127","172","1","2877.0"
"5581","217","205","2","1002.48"
"5582","195","48","3","5855.12"
"5583","232","102","3","2900.7"
"5584","107","164","1","2928.38"
"5585","7","66","1","7377.15"
"5586","116","197","3","2363.48"
"5587","187","62","4","5570.55"
"5588","204","116","3","4150.65"
"5589","25","168","5","1080.52"
"5590","21","37","1","6624.09"
"5591","74","61","3","540.54"
"5592","6","160","2","1564.64"
"5593","86","153","2","1284.05"
"5594","120","219","3","3493.51"
"5595","180","190","2","1058.54"
"5596","108","40","5","4046.54"
"5597","216","48","2","1620.81"
"5598","212","74","3","850.62"
"5599","26","216","4","1806.01"
"5600","33","166","5","5187.51"
"5601","213","120","2","2184.02"
"5602","85","216","1","6624.09"
"5603","184","53","3","4195.2"
"5604","61","21","5","8032.75"
"5605","112","78","3","8245.55"
"5606","8","228","3","5520.54"
"5607","196","112","3","1868.25"
"5608","42","80","4","3369.31"
"5609","218","221","1","6807.95"
"5610","245","39","3","1964.67"
"5611","206","72","1","8274.0"
"5612","204","31","5","2339.73"
"5613","8","75","4","7678.67"
"5614","129","214","5","343.56"
"5615","52","10","1","2408.33"
"5616","58","182","1","2554.45"
"5617","128","239","3","1964.67"
"5618","134","32","3","6792.45"
"5619","169","160","1","4784.01"
"5620","140","160","2","9789.95"
"5621","159","186","5","8028.36"
"5622","35","241","5","6258.58"
"5623","5","47","5","7116.97"
"5624","231","107","2","7888.03"
"5625","220","199","2","4139.24"
"5626","111","73","4","6184.65"
"5627","114","124","5","1535.84"
"5628","90","208","3","8780.7"
"5629","18","77","1","3359.43"
"5630","7","38","5","7413.4"
"5631","112","6","5","8898.02"
"5632","111","116","2","4381.29"
"5633","182","157","4","9235.12"
"5634","114","120","1","7652.6"
"5635","248","119","5","3321.93"
"5636","201","124","4","4759.83"
"5637","59","204","5","8279.73"
"5638","176","82","5","2705.63"
"5639","80","232","2","2273.83"
"5640","120","234","1","7377.15"
"5641","26","187","5","2917.15"
"5642","47","133","1","1620.81"
"5643","124","21","3","802.74"
"5644","156","239","1","5938.5"
"5645","104","46","3","9215.84"
"5646","124","225","4","6345.23"
"5647","100","6","5","2593.27"
"5648","179","124","3","716.9"
"5649","204","160","1","6792.45"
"5650","199","249","4","8028.36"
"5651","16","65","3","1930.01"
"5652","179","144","3","2184.02"
"5653","83","76","2","2731.93"
"5654","123","247","3","7652.6"
"5655","161","124","4","623.12"
"5656","5","234","3","2795.17"
"5657","86","237","3","9274.31"
"5658","15","194","2","5074.91"
"5659","158","5","2","3517.4"
"5660","176","18","5","850.62"
"5661","97","134","3","1603.85"
"5662","77","200","4","7573.36"
"5663","206","81","4","3260.1"
"5664","60","193","2","6409.57"
"5665","170","247","1","7410.31"
"5666","197","28","5","3416.82"
"5667","96","158","2","7861.64"
"5668","56","93","2","7318.35"
"5669","47","60","5","4991.36"
"5670","243","108","3","5421.73"
"5671","202","175","5","1552.44"
"5672","203","191","3","6836.41"
"5673","39","248","5","7377.15"
"5674","24","86","4","667.26"
"5675","110","186","4","2795.17"
"5676","138","219","5","9789.95"
"5677","93","166","2","4980.31"
"5678","47","21","3","6902.07"
"5679","90","245","1","7290.83"
"5680","169","128","1","1564.64"
"5681","219","176","5","1620.81"
"5682","52","144","3","7377.15"
"5683","39","235","5","7213.8"
"5684","152","195","5","6268.58"
"5685","120","150","2","9918.03"
"5686","233","71","4","5777.69"
"5687","7","43","5","1832.16"
"5688","248","156","2","3189.38"
"5689","90","247","4","6636.82"
"5690","161","206","3","935.63"
"5691","8","125","4","9870.59"
"5692","250","243","4","5520.54"
"5693","207","30","5","4551.09"
"5694","127","180","1","1964.67"
"5695","142","191","2","3714.93"
"5696","135","39","5","9281.77"
"5697","143","217","2","8015.49"
"5698","224","245","1","7861.64"
"5699","166","182","4","3653.17"
"5700","159","8","5","5968.04"
"5701","92","3","5","8274.0"
"5702","22","243","4","5747.57"
"5703","6","29","1","6409.57"
"5704","201","171","2","390.21"
"5705","247","243","1","4944.56"
"5706","168","86","4","3321.93"
"5707","45","101","1","798.93"
"5708","186","180","4","767.03"
"5709","133","208","4","6643.91"
"5710","194","44","1","5674.3"
"5711","195","37","5","4603.14"
"5712","135","67","4","7704.65"
"5713","231","116","5","243.65"
"5714","166","41","2","752.59"
"5715","146","192","2","1958.48"
"5716","196","100","3","5310.01"
"5717","72","175","1","2339.73"
"5718","211","77","2","4046.54"
"5719","167","11","1","9870.59"
"5720","216","156","2","3260.1"
"5721","109","167","4","6110.45"
"5722","36","139","4","7678.67"
"5723","191","91","1","2750.84"
"5724","195","71","4","8015.49"
"5725","246","236","1","5882.15"
"5726","199","194","1","4944.56"
"5727","208","175","1","7861.64"
"5728","199","26","1","2750.84"
"5729","118","1","3","7686.94"
"5730","97","234","2","9101.74"
"5731","91","247","4","1930.01"
"5732","221","102","3","4944.56"
"5733","55","64","2","860.86"
"5734","82","106","4","1603.85"
"5735","53","246","3","9235.12"
"5736","159","198","4","1240.46"
"5737","187","193","3","4381.29"
"5738","85","161","2","1944.53"
"5739","134","16","1","395.17"
"5740","108","227","2","2917.15"
"5741","142","90","1","9373.55"
"5742","165","27","2","7888.03"
"5743","32","247","1","1620.81"
"5744","181","246","3","9918.03"
"5745","208","106","4","4999.8"
"5746","122","214","1","2877.0"
"5747","130","85","3","6624.09"
"5748","129","208","2","3493.51"
"5749","41","84","1","6209.07"
"5750","16","223","2","4944.56"
"5751","28","237","3","3946.18"
"5752","115","126","3","3370.73"
"5753","65","20","1","2731.93"
"5754","207","113","4","8015.49"
"5755","75","199","1","5570.55"
"5756","194","155","1","716.9"
"5757","248","26","5","610.54"
"5758","23","168","4","2651.16"
"5759","135","72","2","4691.98"
"5760","92","90","5","9274.31"
"5761","163","209","4","9655.56"
"5762","153","47","5","3350.47"
"5763","214","55","3","2393.69"
"5764","3","146","2","2495.79"
"5765","163","162","2","5882.15"
"5766","92","92","2","4103.75"
"5767","56","164","3","4150.65"
"5768","39","26","4","6312.49"
"5769","11","215","5","4225.21"
"5770","119","99","5","9246.01"
"5771","101","228","3","5875.8"
"5772","113","218","3","2357.34"
"5773","220","49","5","6624.09"
"5774","63","187","1","6098.94"
"5775","66","120","2","7063.11"
"5776","221","66","3","6110.45"
"5777","85","7","3","5310.01"
"5778","140","105","3","4195.2"
"5779","29","75","4","1045.58"
"5780","137","229","3","1603.85"
"5781","85","197","1","8274.0"
"5782","226","68","2","5747.57"
"5783","61","32","4","3370.73"
"5784","168","84","5","2030.08"
"5785","158","248","5","117.19"
"5786","93","203","1","6836.41"
"5787","49","250","2","2928.38"
"5788","68","162","4","7585.56"
"5789","78","126","2","8192.89"
"5790","64","143","3","8752.32"
"5791","241","71","5","6184.65"
"5792","2","203","3","1552.44"
"5793","158","78","2","1806.01"
"5794","87","122","1","4332.0"
"5795","3","123","1","6836.41"
"5796","65","201","5","8898.02"
"5797","25","133","5","3056.89"
"5798","59","136","2","3517.4"
"5799","127","149","3","5074.91"
"5800","132","153","1","5310.01"
"5801","88","153","5","8705.35"
"5802","227","217","2","2108.39"
"5803","78","216","3","7652.6"
"5804","217","201","5","3317.09"
"5805","120","56","2","2233.44"
"5806","221","139","4","8032.75"
"5807","58","196","3","9737.03"
"5808","201","22","5","5855.12"
"5809","77","148","5","2980.08"
"5810","8","7","5","2484.16"
"5811","115","30","3","1964.67"
"5812","16","33","2","3714.93"
"5813","52","117","2","117.19"
"5814","117","67","3","6636.82"
"5815","233","97","2","7678.67"
"5816","191","246","5","4980.31"
"5817","123","31","3","6643.91"
"5818","236","68","3","923.24"
"5819","168","32","3","923.24"
"5820","196","105","4","3517.4"
"5821","249","176","3","1535.84"
"5822","32","171","5","8943.11"
"5823","60","55","3","8969.4"
"5824","71","200","5","6992.92"
"5825","65","248","5","7063.11"
"5826","198","168","1","7063.11"
"5827","38","67","5","8943.11"
